shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
5__10____1__IT_1,40.5785804071987,-3.96120826153836,2000047,165.640094246615
5__10____1__IT_1,40.5781507323832,-3.96094313095705,2000048,168.896345562729
5__10____1__IT_1,40.5775080494377,-3.96047199017332,2000049,172.234330230412
5__10____1__IT_1,40.5771450846611,-3.96011954595764,2000050,175.622449376924
5__10____1__IT_1,40.576912428929,-3.9599091080125,2000051,179.04194240388
5__10____1__IT_1,40.576620315535,-3.95962014039624,2000052,182.502053304759
5__10____1__IT_1,40.5762149125203,-3.95916605107099,2000053,186.021347747993
5__10____1__IT_1,40.575772271981,-3.95861785142655,2000054,189.608226881639
5__10____1__IT_1,40.5745960423768,-3.95697929488612,2000055,193.385595915801
5__10____1__IT_1,40.5740623236164,-3.95626988263777,2000056,197.247323229918
5__10____1__IT_1,40.5740623236164,-3.95626988263777,3000001,197.247323229918
5__10____1__IT_1,40.5737911699748,-3.95588506924033,3000002,197.291675168126
5__10____1__IT_1,40.5725987691953,-3.95430232317753,3000003,197.524365402859
5__10____1__IT_1,40.5723812645867,-3.95400512891612,3000004,197.791925135411
5__10____1__IT_1,40.5722841185025,-3.95385793367749,3000005,198.075963670969
5__10____1__IT_1,40.5720631372611,-3.95356749425625,3000006,198.394733042434
5__10____1__IT_1,40.5714000810347,-3.95253055924814,3000007,198.828056403514
5__10____1__IT_1,40.5710014676596,-3.95183101669917,3000008,199.335303511475
5__10____1__IT_1,40.5706872066279,-3.95126134821314,3000009,199.902069726333
5__10____1__IT_1,40.5701330020869,-3.95005633923198,3000010,200.587958936505
5__10____1__IT_1,40.5695432797296,-3.94852476793421,3000011,201.419090042218
5__10____1__IT_1,40.5693641427578,-3.94796752818404,3000012,202.301413513895
5__10____1__IT_1,40.5692239495996,-3.94753143462793,3000013,203.223800055607
5__10____1__IT_1,40.5691130507259,-3.94710044706225,3000014,204.184692223872
5__10____1__IT_1,40.5688987199987,-3.94626750199894,3000015,205.220002271541
5__10____1__IT_1,40.5687076710198,-3.94533744060373,3000016,206.33685207054
5__10____1__IT_1,40.5686268535053,-3.94467476051655,3000017,207.510513291812
5__10____1__IT_1,40.5685020788702,-3.94366583987665,3000018,208.770699737069
5__10____1__IT_1,40.5684255281696,-3.94302710923334,3000019,210.085621172568
5__10____1__IT_1,40.5682972130148,-3.94137448490485,3000020,211.541167829583
5__10____1__IT_1,40.5679512619192,-3.93589528403431,3000021,213.462141519481
5__10____1__IT_1,40.5676998842362,-3.93249377110308,3000022,215.672419188515
5__10____1__IT_1,40.5676081229228,-3.93111540660729,3000023,217.999826306015
5__10____1__IT_1,40.5675329205434,-3.93039907439609,3000024,220.388446636996
5__10____1__IT_1,40.5674594177617,-3.93000131293154,3000025,222.811714100186
5__10____1__IT_1,40.5673410090782,-3.92931608903702,3000026,225.294460120359
5__10____1__IT_1,40.5671660410656,-3.92863717010041,3000027,227.837873709342
5__10____1__IT_1,40.5669350653959,-3.92800209466154,3000028,230.440851393864
5__10____1__IT_1,40.5666343819758,-3.92739081690489,3000029,233.105408636927
5__10____1__IT_1,40.5664330017199,-3.92701918902395,3000030,235.808560292367
5__10____1__IT_1,40.5661641514358,-3.92660844123528,3000031,238.557536110621
5__10____1__IT_1,40.5658864995831,-3.92623099551467,3000032,241.350908101137
5__10____1__IT_1,40.5647401901196,-3.92491740941583,3000033,244.313275834306
5__10____1__IT_1,40.5640240142506,-3.92409523774309,3000034,247.381309948773
5__10____1__IT_1,40.5637068481791,-3.92364757697525,3000035,250.501073730327
5__10____1__IT_1,40.5634425532704,-3.92320209159707,3000036,253.668620372935
5__10____1__IT_1,40.5631950663437,-3.92275600306282,3000037,256.882868869069
5__10____1__IT_1,40.563049548727,-3.92241673688529,3000038,260.130070810044
5__10____1__IT_1,40.5628759483651,-3.92193193889136,3000039,263.422615301459
5__10____1__IT_1,40.5627104218731,-3.92136846997081,3000040,266.766280284967
5__10____1__IT_1,40.5623767730083,-3.9202717622687,3000041,270.209908938961
5__10____1__IT_1,40.5623569836138,-3.92020672167331,3000042,273.659466075044
5__10____1__IT_1,40.5622836339384,-3.91994448107557,3000043,277.132670992027
5__10____1__IT_1,40.5617058171749,-3.91787879105272,3000044,280.792153475732
5__10____1__IT_1,40.5611261555242,-3.9157146511499,3000045,284.645829177197
5__10____1__IT_1,40.5610092762166,-3.91521511683898,3000046,288.543742552148
5__10____1__IT_1,40.5609299948655,-3.91479802491095,3000047,292.478048543942
5__10____1__IT_1,40.5608899180284,-3.91438856416498,3000048,296.447305191913
5__10____1__IT_1,40.5608499457327,-3.91396786965079,3000049,300.452454634896
5__10____1__IT_1,40.5608462751743,-3.91333938518952,3000050,304.510815323978
5__10____1__IT_1,40.5608459367475,-3.91283385923333,3000051,308.61197561711
5__10____1__IT_1,40.5609023003777,-3.91231492268965,3000052,312.757514155013
5__10____1__IT_1,40.5611850743116,-3.91080240866298,3000053,317.034898306529
5__10____1__IT_1,40.561601604836,-3.90855858426925,3000054,321.507797123779
5__10____1__IT_1,40.5617881579007,-3.90744499957959,3000055,326.0772222978
5__10____1__IT_1,40.5618399973955,-3.90704919214758,3000056,330.680647925777
5__10____1__IT_1,40.5618687662632,-3.90662189072939,3000057,335.320390491085
5__10____1__IT_1,40.5618692336106,-3.90602056665081,3000058,340.01104244263
5__10____1__IT_1,40.5618269060481,-3.90548788820628,3000059,344.747036201433
5__10____1__IT_1,40.5617534653655,-3.90510260890528,3000060,349.516651930091
5__10____1__IT_1,40.5616350297303,-3.90442986778057,3000061,354.344721223528
5__10____1__IT_1,40.5614235192637,-3.90371252280973,3000062,359.237903438447
5__10____1__IT_1,40.561315753468,-3.90338846009693,3000063,364.161016374561
5__10____1__IT_1,40.5611327777104,-3.90294147553773,3000064,369.127078908546
5__10____1__IT_1,40.5608098146602,-3.90232881367038,3000065,374.156195694487
5__10____1__IT_1,40.5605839125638,-3.90195913969359,3000066,379.22541762491
5__10____1__IT_1,40.5602810735129,-3.90156512257413,3000067,384.341999698709
5__10____1__IT_1,40.5600540741701,-3.90130067221202,3000068,389.492290467278
5__10____1__IT_1,40.5598350851033,-3.90108630851511,3000069,394.672918497673
5__10____1__IT_1,40.5596802640575,-3.90094611114739,3000070,399.874433554007
5__10____1__IT_1,40.559056750235,-3.90049593976636,3000071,405.15496420615
5__10____1__IT_1,40.5586452393878,-3.90024452076691,3000072,410.485892348132
5__10____1__IT_1,40.5582323003789,-3.90002601782423,3000073,415.866252678398
5__10____1__IT_1,40.5551385764026,-3.89845476305534,3000074,421.614910736128
5__10____1__IT_1,40.5522155367597,-3.89697231329248,3000075,427.711484188379
5__10____1__IT_1,40.5522182978728,-3.89697046634875,3000076,433.808401739831
5__10____1__IT_1,40.5522182978728,-3.89697046634875,4000001,433.808401739831
5__10____1__IT_1,40.5518121893507,-3.89675120337302,4000002,433.857156682243
5__10____1__IT_1,40.5498728738327,-3.89577930215155,4000003,434.136386309542
5__10____1__IT_1,40.5494627454942,-3.89555787490253,4000004,434.464853501428
5__10____1__IT_1,40.5464299943137,-3.89403022743313,4000005,435.15397991244
5__10____1__IT_1,40.5444924323059,-3.89306085271076,4000006,436.073324891273
5__10____1__IT_1,40.5431765710863,-3.89239324782577,4000007,437.149300864178
5__10____1__IT_1,40.5421438240281,-3.8918294909368,4000008,438.349464210744
5__10____1__IT_1,40.5390999877215,-3.89028931242399,4000009,439.911820967121
5__10____1__IT_1,40.5360688234781,-3.8887435936749,4000010,441.835230910983
5__10____1__IT_1,40.5329294752976,-3.88716817093627,4000011,444.131805638279
5__10____1__IT_1,40.5308264537403,-3.88610073787493,4000012,446.678728672455
5__10____1__IT_1,40.5299029498984,-3.88562868036981,4000013,449.33568959139
5__10____1__IT_1,40.5286544351969,-3.88505545925989,4000014,452.139504443615
5__10____1__IT_1,40.5271555370375,-3.88427417534432,4000015,455.122386671961
5__10____1__IT_1,40.5267841004455,-3.88408177406017,4000016,458.149605371983
5__10____1__IT_1,40.5258732784411,-3.88359838566593,4000017,461.28590901464
5__10____1__IT_1,40.5256100266173,-3.88346559674014,4000018,464.45352573443
5__10____1__IT_1,40.5248030392006,-3.88318094423697,4000019,467.713912851398
5__10____1__IT_1,40.5245632243073,-3.8830591001639,4000020,471.002852114245
5__10____1__IT_1,40.5241762878059,-3.88285099366925,4000021,474.338221180421
5__10____1__IT_1,40.5237442315012,-3.88262043256641,4000022,477.725376074998
5__10____1__IT_1,40.5224360812289,-3.88198578605096,4000023,481.267378264869
5__10____1__IT_1,40.5224360812289,-3.88198578605096,5000001,481.267378264869
5__10____1__IT_1,40.5214161084985,-3.88146746389315,5000002,481.388818908217
5__10____1__IT_1,40.5185882704509,-3.88001870642147,5000003,481.847311014327
5__10____1__IT_1,40.5183185107369,-3.87981243282705,5000004,482.340474377336
5__10____1__IT_1,40.5182073309955,-3.87974593934527,5000005,482.847204328745
5__10____1__IT_1,40.5180913139005,-3.87967654974863,5000006,483.368091251736
5__10____1__IT_1,40.5179032971805,-3.87955830101695,5000007,483.912129109243
5__10____1__IT_1,40.5173329328332,-3.87926808343544,5000008,484.524088015497
5__10____1__IT_1,40.5164246061419,-3.87879331244556,5000009,485.244604494306
5__10____1__IT_1,40.5157432250485,-3.87846834031986,5000010,486.045614279763
5__10____1__IT_1,40.5146213525497,-3.87789154146707,5000011,486.980404817614
5__10____1__IT_1,40.5135813473823,-3.87736267860968,5000012,488.03903382798
5__10____1__IT_1,40.5121069205959,-3.87659863307097,5000013,489.273671458507
5__10____1__IT_1,40.5098661999236,-3.87543585401878,5000014,490.775845542351
5__10____1__IT_1,40.5087145153809,-3.87485877153496,5000015,492.414896330572
5__10____1__IT_1,40.506360287322,-3.87412557993559,5000016,494.322566390373
5__10____1__IT_1,40.5061601903365,-3.87402394703639,5000017,496.254059606836
5__10____1__IT_1,40.5059356883201,-3.87395399567246,5000018,498.211169355249
5__10____1__IT_1,40.5055609842703,-3.87376516987931,5000019,500.212845096709
5__10____1__IT_1,40.5051972463308,-3.87358885973277,5000020,502.257573515749
5__10____1__IT_1,40.5048780084466,-3.87342407896148,5000021,504.340391102504
5__10____1__IT_1,40.5045339670505,-3.8732224725875,5000022,506.465046317367
5__10____1__IT_1,40.504150941122,-3.8730167135959,5000023,508.635656002831
5__10____1__IT_1,40.50368423814,-3.87282082109141,5000024,510.860667322846
5__10____1__IT_1,40.5029226568187,-3.87255540363041,5000025,513.173160164271
5__10____1__IT_1,40.5027558787293,-3.87249847913637,5000026,515.504784652363
5__10____1__IT_1,40.502422265479,-3.87239193799209,5000027,517.87452718115
5__10____1__IT_1,40.5020468266382,-3.87228850877216,5000028,520.286857740721
5__10____1__IT_1,40.5015867461194,-3.87219256899023,5000029,522.750903606639
5__10____1__IT_1,40.5009710026328,-3.87198867388893,5000030,525.285451376088
5__10____1__IT_1,40.500482812082,-3.87181849630812,5000031,527.876077708369
5__10____1__IT_1,40.4998291639294,-3.87159274400376,5000032,530.541743185313
5__10____1__IT_1,40.4992759569634,-3.87138967155317,5000033,533.271184181148
5__10____1__IT_1,40.4988125568211,-3.87117707473891,5000034,536.055129457983
5__10____1__IT_1,40.4985444998653,-3.87102399992302,5000035,538.871535505723
5__10____1__IT_1,40.4983630740699,-3.87092191829582,5000036,541.70986037295
5__10____1__IT_1,40.4980436216064,-3.87073256293449,5000037,544.587108303924
5__10____1__IT_1,40.4976865321486,-3.870485728601,5000038,547.509176141925
5__10____1__IT_1,40.4973592708736,-3.87024996695338,5000039,550.472703759109
5__10____1__IT_1,40.4965805276578,-3.86966286910253,5000040,553.535972312727
5__10____1__IT_1,40.4958855082939,-3.86915166419988,5000041,556.687723752751
5__10____1__IT_1,40.4950472608911,-3.8685210796039,5000042,559.946779920827
5__10____1__IT_1,40.4946659350867,-3.86824190090501,5000043,563.254329186419
5__10____1__IT_1,40.4942548321568,-3.86794453128312,5000044,566.61400979995
5__10____1__IT_1,40.4942548321568,-3.86794453128312,6000001,566.61400979995
5__10____1__IT_1,40.4929554731671,-3.86694572983065,6000002,566.781250829286
5__10____1__IT_1,40.4908814763609,-3.86541715643964,6000003,567.212664591611
5__10____1__IT_1,40.4906308102116,-3.86523651665074,6000004,567.675837571998
5__10____1__IT_1,40.4904521601003,-3.86511456762016,6000005,568.161373565675
5__10____1__IT_1,40.4898383869457,-3.86462394580991,6000006,568.726728790534
5__10____1__IT_1,40.4893127146511,-3.86414684088082,6000007,569.363078141719
5__10____1__IT_1,40.4888751479517,-3.86368324830899,6000008,570.061902361294
5__10____1__IT_1,40.4885847006103,-3.86334532426497,6000009,570.803851879752
5__10____1__IT_1,40.4883442375132,-3.86302640805088,6000010,571.583789672814
5__10____1__IT_1,40.487960996452,-3.86249564820425,6000011,572.42564220452
5__10____1__IT_1,40.4877055016957,-3.86211692263493,6000012,573.310328333319
5__10____1__IT_1,40.4873332861637,-3.86149465410756,6000013,574.262012761962
5__10____1__IT_1,40.4867140380383,-3.86030949990951,6000014,575.335414984063
5__10____1__IT_1,40.4861549036124,-3.8592461578308,6000015,576.518247278904
5__10____1__IT_1,40.4849994746541,-3.85702828686705,6000016,577.928648670415
5__10____1__IT_1,40.4845677472204,-3.85619765724915,6000017,579.424216628706
5__10____1__IT_1,40.4835650187406,-3.85444668176588,6000018,581.105299627621
5__10____1__IT_1,40.4834199423018,-3.85421927394445,6000019,582.811500016308
5__10____1__IT_1,40.4833170924302,-3.85406944903016,6000020,584.534777231807
5__10____1__IT_1,40.4831891938592,-3.85389867744862,6000021,586.278329744309
5__10____1__IT_1,40.4830194118141,-3.85369936627365,6000022,588.047192437423
5__10____1__IT_1,40.4826059520152,-3.85322693834031,6000023,589.876964835125
5__10____1__IT_1,40.4823518309192,-3.85296394313892,6000024,591.742691102027
5__10____1__IT_1,40.4819435892867,-3.85258364071147,6000025,593.664030142121
5__10____1__IT_1,40.4817415474617,-3.8524199037393,6000026,595.61174402953
5__10____1__IT_1,40.4813289431683,-3.85208390466526,6000027,597.613392352252
5__10____1__IT_1,40.4811494930149,-3.85196686552345,6000028,599.637294445841
5__10____1__IT_1,40.4792863574342,-3.85086660269532,6000029,601.888072276774
5__10____1__IT_1,40.4789569195921,-3.85068505798755,6000030,604.1785257966
5__10____1__IT_1,40.4781788606601,-3.85025033447934,6000031,606.56288152546
5__10____1__IT_1,40.4776394041502,-3.84992588829064,6000032,609.013133954104
5__10____1__IT_1,40.4772266069879,-3.8496701102739,6000033,611.51408015799
5__10____1__IT_1,40.4768430779219,-3.84940432377678,6000034,614.063194556105
5__10____1__IT_1,40.4764454294585,-3.84907342406821,6000035,616.664608807561
5__10____1__IT_1,40.4761419735108,-3.84878496598818,6000036,619.307647978339
5__10____1__IT_1,40.4758854539118,-3.84850414200298,6000037,621.987802323811
5__10____1__IT_1,40.4755796729392,-3.84813849079897,6000038,624.71392333647
5__10____1__IT_1,40.475208609683,-3.84761818158271,6000039,627.500393763954
5__10____1__IT_1,40.4748578950794,-3.84705338647455,6000040,630.348572977983
5__10____1__IT_1,40.4745864746403,-3.84653783576425,6000041,633.249835146513
5__10____1__IT_1,40.4744715868323,-3.8463095132714,6000042,636.174276388167
5__10____1__IT_1,40.4743210693026,-3.845981864586,6000043,639.131131133667
5__10____1__IT_1,40.4741489075099,-3.84558801633156,6000044,642.126455799785
5__10____1__IT_1,40.473992059676,-3.84511135441976,6000045,645.165779476806
5__10____1__IT_1,40.473992059676,-3.84511135441976,7000001,645.165779476806
5__10____1__IT_1,40.4737919515646,-3.84447358787508,7000002,645.224229707363
5__10____1__IT_1,40.4735841715516,-3.84354974682355,7000003,645.364321870438
5__10____1__IT_1,40.4734936657976,-3.84304258990239,7000004,645.54856524951
5__10____1__IT_1,40.4732925602186,-3.84167469437445,7000005,645.85089804565
5__10____1__IT_1,40.4730476308451,-3.83997699956657,7000006,646.299695057964
5__10____1__IT_1,40.47297187808,-3.83941843628671,7000007,646.796584086391
5__10____1__IT_1,40.4724461193044,-3.83545604423719,7000008,647.63441118209
5__10____1__IT_1,40.4722672423126,-3.83405133984653,7000009,648.592964620539
5__10____1__IT_1,40.471902421907,-3.83134086617949,7000010,649.784837649293
5__10____1__IT_1,40.4716410112451,-3.82953882198274,7000011,651.132209716173
5__10____1__IT_1,40.471537932771,-3.82886893391489,7000012,652.537512645866
5__10____1__IT_1,40.4714372797401,-3.8283810003204,7000013,653.98566251792
5__10____1__IT_1,40.4713528807403,-3.82802178888819,7000014,655.465673139231
5__10____1__IT_1,40.4712608929842,-3.8276700455087,7000015,656.9772027354
5__10____1__IT_1,40.4711778204431,-3.82739265795583,7000016,658.51399138302
5__10____1__IT_1,40.4710166956562,-3.82690099580213,7000017,660.09613632993
5__10____1__IT_1,40.4704337056234,-3.82527985446806,7000018,661.830189343516
5__10____1__IT_1,40.4700254068451,-3.82422302886938,7000019,663.664647985969
5__10____1__IT_1,40.4698741435051,-3.82378807534066,7000020,665.539623659415
5__10____1__IT_1,40.4689925050217,-3.82151281493428,7000021,667.630897166915
5__10____1__IT_1,40.4686276301105,-3.82054730607687,7000022,669.81349755299
5__10____1__IT_1,40.4683833734173,-3.81989675436507,7000023,672.057555216724
5__10____1__IT_1,40.467718569015,-3.81813155921471,7000024,674.468470975347
5__10____1__IT_1,40.4674431762202,-3.81742702393696,7000025,676.946485466545
5__10____1__IT_1,40.4672828746431,-3.8169301229512,7000026,679.470231168676
5__10____1__IT_1,40.4671006955167,-3.81640821318419,7000027,682.042626792697
5__10____1__IT_1,40.4669097604271,-3.81578720626886,7000028,684.671777682143
5__10____1__IT_1,40.4667687590032,-3.815232800893,7000029,687.350468926743
5__10____1__IT_1,40.4666402074632,-3.8146991705599,7000030,690.076598875071
5__10____1__IT_1,40.4665038278113,-3.81393446976687,7000031,692.869304911342
5__10____1__IT_1,40.4663527675519,-3.8130169873524,7000032,695.741582983797
5__10____1__IT_1,40.4662743744589,-3.81251696585678,7000033,698.65713741093
5__10____1__IT_1,40.4657696921808,-3.80946282678656,7000034,701.837617568792
5__10____1__IT_1,40.4656218320273,-3.80853302801738,7000035,705.098618432947
5__10____1__IT_1,40.4653103113702,-3.80667737726361,7000036,708.520701024015
5__10____1__IT_1,40.4653103113702,-3.80667737726361,8000001,708.520701024015
5__10____1__IT_1,40.4651590188702,-3.80578466869178,8000002,708.598227945799
5__10____1__IT_1,40.4650773579603,-3.80529699628362,8000003,708.718083032979
5__10____1__IT_1,40.4649989303731,-3.80479699268647,8000004,708.881214495846
5__10____1__IT_1,40.4649351625701,-3.80445389914134,8000005,709.074283270531
5__10____1__IT_1,40.4648713910556,-3.80411080383833,8000006,709.297289624512
5__10____1__IT_1,40.4647577079325,-3.80369699702274,8000007,709.557580308409
5__10____1__IT_1,40.4646345450405,-3.80328720583065,8000008,709.855207551669
5__10____1__IT_1,40.4645450270576,-3.80302217075403,8000009,710.17740446065
5__10____1__IT_1,40.464418281987,-3.80267420785306,8000010,710.532285990535
5__10____1__IT_1,40.4643066282367,-3.80242128420408,8000011,710.911935448917
5__10____1__IT_1,40.4641947744435,-3.80219723367399,8000012,711.314278690789
5__10____1__IT_1,40.4639210910764,-3.80168667147665,8000013,711.769506417544
5__10____1__IT_1,40.4637184565117,-3.80137905641624,8000014,712.259174996491
5__10____1__IT_1,40.4634844088041,-3.80105869461753,8000015,712.786430114664
5__10____1__IT_1,40.4633752711544,-3.80089654644831,8000016,713.332009227835
5__10____1__IT_1,40.463234720013,-3.80072165277302,8000017,713.899112742787
5__10____1__IT_1,40.46309099255,-3.80055084919513,8000018,714.487763024475
5__10____1__IT_1,40.4625744400954,-3.80008279206923,8000019,715.14614667031
5__10____1__IT_1,40.4620730667502,-3.7996974093407,8000020,715.869068337044
5__10____1__IT_1,40.4618379302661,-3.79953377521957,8000021,716.62154961888
5__10____1__IT_1,40.4615994134058,-3.79940309445995,8000022,717.402732463824
5__10____1__IT_1,40.4613261928791,-3.79928025370367,8000023,718.215982796479
5__10____1__IT_1,40.4610810073802,-3.79920311200347,8000024,719.057224914733
5__10____1__IT_1,40.4607759712664,-3.7991252663528,8000025,719.932964974403
5__10____1__IT_1,40.4603135790628,-3.79902493302473,8000026,720.860733248622
